movieId,title,year,genres
8962,Fade to Black,(2004),Documentary
8964,Callas Forever,(2002),Drama
8966,Kinsey,(2004),Drama
8970,Finding Neverland,(2004),Drama
8979,Guerrilla The Taking of Patty Hearst,(2004),Documentary
8980,Our Music (Notre musique),(2004),Drama
8982,I Am David,(2003),Drama
8986,"Bellboy, The",(1960),Comedy
8987,Bush's Brain,(2004),Documentary
8988,Cinderfella,(1960),Comedy
8990,"Delicate Delinquent, The",(1957),Comedy
8992,"Errand Boy, The",(1961),Comedy
8993,"Family Jewels, The",(1965),Comedy
8994,"Ladies Man, The",(1961),Comedy
8995,"Patsy, The",(1964),Comedy
8996,Stateside,(2004),Drama
8997,"Stooge, The",(1953),Comedy
8998,That's Entertainment,(1974),Documentary
8999,"That's Entertainment, Part II",(1976),Documentary
9000,That's Entertainment! III,(1994),Documentary
9002,Alexander the Great,(1956),Drama
9006,"Garden of Allah, The",(1936),Drama
9007,I'll Be Seeing You,(1944),Drama
9012,Ruby Gentry,(1952),Drama
9013,Secret Honor,(1984),Drama
9016,Splatter University,(1984),Horror
9017,Twist,(2003),Drama
9019,Celsius 41.11 The Temperature at Which the Brain... Begins to Die,(2004),Documentary
25735,"Cheat, The",(1915),Drama
25739,"Idle Class, The",(1921),Comedy
25741,"Phantom Carriage, The (Körkarlen)",(1921),Drama
25749,"Marriage Circle, The",(1924),Comedy
25752,"Freshman, The",(1925),Comedy
25753,Greed,(1924),Drama
25763,"Pandora's Box (Büchse der Pandora, Die)",(1929),Drama
25766,"Crowd, The",(1928),Drama
25768,Sadie Thompson,(1928),Drama
25775,"Champ, The",(1931),Drama
25777,Monkey Business,(1931),Comedy
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),(1932),Comedy
25787,Rasputin and the Empress,(1932),Drama
25794,What Price Hollywood?,(1932),Drama
25800,Lady for a Day,(1933),Comedy
25803,"Vampire Bat, The",(1933),Horror
25814,Toni,(1935),Drama
25816,Bonnie Scotland (Heroes of the Regiment),(1935),Comedy
25820,"Raven, The",(1935),Horror
25841,Stage Door,(1937),Drama
25858,"Story of the Late Chrysanthemums, The (Zangiku monogatari)",(1939),Drama
25859,Abe Lincoln in Illinois,(1940),Drama
25864,"Edison, the Man",(1940),Drama
25869,"47 Ronin, The (Genroku Chûshingura)",(1941),Drama
25875,That Uncertain Feeling,(1941),Comedy
25882,"Hard Way, The",(1943),Drama
25898,Day of Wrath (Vredens dag),(1943),Drama
25900,"Curse of the Cat People, The",(1944),Drama
25902,Torment (Hets),(1944),Drama
25914,"Ivan the Terrible, Part One (Ivan Groznyy I)",(1944),Drama
25915,"Southerner, The",(1945),Drama
25918,"Tree Grows in Brooklyn, A",(1945),Drama
25919,"Beast with Five Fingers, The",(1946),Horror
25923,Great Expectations,(1946),Drama
25926,Shoeshine (Sciuscià),(1946),Drama
25928,Mourning Becomes Electra,(1947),Drama
25936,"Babe Ruth Story, The",(1948),Drama
25942,Louisiana Story,(1948),Drama
25947,Unfaithfully Yours,(1948),Comedy
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)",(1950),Drama
25964,Scandal (Shubun),(1950),Drama
25966,"Greatest Love, The (Europa '51)",(1952),Drama
25975,"Life of Oharu, The (Saikaku ichidai onna)",(1952),Drama
25984,"Titfield Thunderbolt, The",(1953),Comedy
25986,"Belles of St. Trinian's, The",(1954),Comedy
25987,"Crucified Lovers, The (Chikamatsu monogatari)",(1954),Drama
25994,Salt of the Earth,(1954),Drama
25999,"Wild One, The",(1953),Drama
26000,"Cobweb, The",(1955),Drama
26016,All at Sea,(1957),Comedy
26022,Man of a Thousand Faces,(1957),Drama
26034,"Last Hurrah, The",(1958),Drama
26051,"Nun's Story, The",(1959),Drama
26055,Floating Weeds (Ukigusa),(1959),Drama
26056,"Young Philadelphians, The",(1959),Drama
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),(1960),Drama
26063,Sunrise at Campobello,(1960),Drama
26068,"4 Horsemen of the Apocalypse, The",(1962),Drama
26070,"Intruder, The",(1962),Drama
26078,Advise and Consent,(1962),Drama
26079,David and Lisa,(1962),Drama
26082,Harakiri (Seppuku),(1962),Drama
26083,"Loneliness of the Long Distance Runner, The",(1962),Drama
26094,"Eclisse, L' (Eclipse)",(1962),Drama
26096,"Cardinal, The",(1963),Drama
26099,"Kiss of the Vampire, The",(1963),Horror
26106,"New Kind of Love, A",(1963),Comedy
26111,Becket,(1964),Drama
26119,"Naked Kiss, The",(1964),Drama
26127,"Visit, The",(1964),Drama
26140,Incubus,(1966),Horror
26141,"Loved One, The",(1965),Comedy
26153,Grand Prix,(1966),Drama
26157,Manos The Hands of Fate,(1966),Horror
26171,Play Time (a.k.a. Playtime),(1967),Comedy
26180,Up the Down Staircase,(1967),Drama
26188,"Heart Is a Lonely Hunter, The",(1968),Drama
26189,"I Love You, Alice B. Toklas!",(1968),Comedy
26191,Petulia,(1968),Drama
26194,"Subject Was Roses, The",(1968),Drama
26207,Last Summer,(1969),Drama
26209,"Magic Christian, The",(1969),Comedy
26214,Taste the Blood of Dracula,(1970),Horror
26215,"Joke, The (Zert)",(1969),Drama
26219,Brewster McCloud,(1970),Comedy
26226,"Hi, Mom!",(1970),Comedy
26232,Rejs,(1970),Comedy
26241,"Devils, The",(1971),Drama
26251,Mon Oncle Antoine,(1971),Drama
26255,Scars of Dracula,(1970),Horror
26259,"Emigrants, The (Utvandrarna)",(1971),Drama
26267,Get to Know Your Rabbit,(1972),Comedy
26274,Payday,(1973),Drama
26280,Traffic (Trafic),(1971),Comedy
26282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob)",(1973),Comedy
26287,"Delicate Balance, A",(1973),Drama
26288,Dracula,(1973),Horror
26291,"Glass Menagerie, The",(1973),Drama
26297,Lemora A Child's Tale of the Supernatural,(1973),Horror
26301,Save the Tiger,(1973),Drama
26302,Scarecrow,(1973),Drama
26312,Butley,(1974),Drama
26315,Conrack,(1974),Drama
26316,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti),(1974),Horror
26323,"Groove Tube, The",(1974),Comedy
26326,"Holy Mountain, The (Montaña sagrada, La)",(1973),Drama
26341,Emmanuelle 2,(1975),Drama
26346,"Story of Adele H., The (Histoire d'Adèle H., L')",(1975),Drama
26350,"Passenger, The (Professione reporter)",(1975),Drama
26353,"Hand of Death, The (Shao Lin men)",(1976),Action
26366,Harlan County U.S.A.,(1976),Documentary
26368,"Marquise of O, The (Marquise von O..., Die)",(1976),Drama
26377,Up!,(1976),Comedy
26379,Jesus of Nazareth,(1977),Drama
26389,"Hell Without Limits (Lugar sin límites, El)",(1978),Drama
26392,Providence,(1977),Drama
26395,"Rutles All You Need Is Cash, The",(1978),Comedy
26399,"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms)",(1978),Action
26400,Gates of Heaven,(1978),Documentary
26402,Harper Valley P.T.A.,(1978),Comedy
26404,In Praise of Older Women,(1978),Drama
26410,"Grapes of Death, The (Raisins de la mort, Les)",(1978),Horror
26411,"Adventures of Picasso, The (Picassos äventyr)",(1978),Comedy
26416,Best Boy,(1979),Documentary
26417,French Fried Vacation 2 (Les bronzés font du ski),(1979),Comedy
26424,I as in Icarus (I... comme Icare),(1979),Thriller
26430,"Luna, La",(1979),Drama
26431,Opening Night,(1977),Drama
26446,Genocide,(1982),Documentary
26468,Deal of the Century,(1983),Comedy
26470,Doctor Detroit,(1983),Comedy
26484,Sugar Cane Alley (Rue cases nègres),(1983),Drama
26485,Rumble Fish,(1983),Drama
26487,Star 80,(1983),Drama
26494,Suburbia,(1984),Drama
26498,Boy Meets Girl,(1984),Drama
26505,Comfort and Joy,(1984),Comedy
26524,"Times of Harvey Milk, The",(1984),Documentary
26532,Beer,(1985),Comedy
26539,Death of a Salesman,(1985),Drama
26540,Demons (Dèmoni),(1985),Horror
26550,Mishima A Life in Four Chapters,(1985),Drama
26551,Nine Deaths of the Ninja,(1985),Action
26555,Spies Like Us,(1985),Comedy
26562,White Nights,(1985),Drama
26567,Club Paradise,(1986),Comedy
26571,Flodder,(1986),Comedy
26578,"Sacrifice, The (Offret - Sacraficatio)",(1986),Drama
26581,Sherman's March,(1985),Documentary
26596,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?),(1987),Drama
26610,Weeds,(1987),Drama
26611,"Whales of August, The",(1987),Drama
26617,Comic Book Confidential,(1988),Documentary
26622,Dominick and Eugene,(1988),Drama
26634,Pascali's Island,(1988),Drama
26644,Landscape in the Mist (Topio stin omichli),(1988),Drama
26645,Life Is a Long Quiet River (La vie est un long fleuve tranquille),(1988),Comedy
26647,"World Apart, A",(1988),Drama
26655,Common Threads Stories from the Quilt,(1989),Documentary
26670,Rikyu,(1989),Drama
26672,Speaking Parts,(1989),Drama
26676,Almost an Angel,(1990),Comedy
26677,Black Rainbow,(1989),Thriller
26685,"Garden, The",(1990),Drama
26689,Havana,(1990),Drama
26694,Ju Dou,(1990),Drama
26695,"Krays, The",(1990),Drama
26696,Lionheart,(1990),Action
26699,Close-Up (Nema-ye Nazdik),(1990),Drama
26712,35 Up,(1991),Documentary
26714,Across the Tracks,(1991),Drama
26719,Cadence,(1990),Drama
26726,Dutch,(1991),Comedy
26728,Guilty by Suspicion,(1991),Drama
26729,Hearts of Darkness A Filmmakers Apocalypse,(1991),Documentary
26730,High Strung,(1991),Comedy
26732,Johnny Stecchino,(1991),Comedy
26734,"Kiss Before Dying, A",(1991),Thriller
26744,Once Around,(1991),Drama
26752,Shout,(1991),Drama
26756,Strangers in Good Company,(1990),Drama
26759,Assassin of the Tsar,(1991),Drama
26762,Aileen Wuornos The Selling of a Serial Killer,(1993),Documentary
26767,Citizen Cohn,(1992),Drama
26770,Diggstown,(1992),Drama
26777,"Stolen Children (Ladro di bambini, Il)",(1992),Drama
26778,Ladybugs,(1992),Comedy
26793,Tito and Me (Tito i ja),(1992),Comedy
26797,Visions of Light The Art of Cinematography,(1992),Documentary
26801,Dragon Inn (Sun lung moon hak chan),(1992),Action
26802,And Life Goes On (a.k.a. Life and Nothing More) (Zendegi va digar hich),(1992),Drama
26806,American Ninja 5,(1993),Action
26809,"Baby of Mâcon, The (a.k.a. The Baby of Macon)",(1993),Drama
26810,Bad Boy Bubby,(1993),Drama
26812,Barbarians at the Gate,(1993),Drama
26813,Calendar,(1993),Drama
26822,"Puppetmaster, The (Xi meng ren sheng)",(1993),Drama
26841,Splitting Heirs,(1993),Comedy
26850,71 Fragments of a Chronology of Chance (71 Fragmente einer Chronologie des Zufalls),(1994),Drama
26860,Floundering,(1994),Comedy
26863,Golden Gate,(1994),Drama
26870,Major League II,(1994),Comedy
26873,"Take Care of Your Scarf, Tatiana (Pidä huivista kiinni, Tatjana)",(1994),Comedy
26880,Staggered,(1994),Comedy
26886,"Defender, The (a.k.a. Bodyguard from Beijing, The) (Zhong Nan Hai bao biao)",(1994),Action
26914,Trinity and Beyond,(1995),Documentary
26933,Fetishes,(1996),Documentary
26934,God of Cookery (Sik san),(1996),Comedy
26940,"Late Shift, The",(1996),Comedy
26946,No Way Home,(1996),Drama
26949,Freakin' Beautiful World (Sairaan kaunis maailma),(1997),Drama
26964,Bikini Summer III - South Beach Heat,(1997),Comedy
26966,"Brave, The",(1997),Drama
26974,Gummo,(1997),Drama
26982,Men with Guns,(1997),Drama
26996,Safe House,(1998),Thriller
26998,"Sick The Life & Death of Bob Flanagan, Supermasochist",(1997),Documentary
27001,Wishful Thinking,(1997),Comedy
27006,RKO 281,(1999),Drama
27031,Wavelength,(1967),Drama
27070,"Place Called Chiapas, A",(1998),Documentary
27078,Set Me Free (Emporte-moi),(1999),Drama
27081,Claire Dolan,(1998),Drama
27094,Flowers of Shanghai (Hai shang hua),(1998),Drama
27096,Of Freaks and Men (Pro urodov i lyudey),(1998),Drama
27135,Molokai (Molokai The Story of Father Damien),(1999),Drama
27140,Candyman 3 Day of the Dead,(1999),Horror
27147,"4th Floor, The",(1999),Thriller
27158,"Life of Aleksis Kivi, The (Aleksis Kiven elämä)",(2002),Drama
27162,He Died With a Felafel in His Hand,(2001),Comedy
27176,Style Wars,(1983),Documentary
27198,Peculiarities of the National Fishing (Osobennosti natsionalnoy rybalki),(1998),Comedy
27205,Kadosh,(1999),Drama
27217,Radiohead Meeting People Is Easy,(1998),Documentary
27221,Adrenaline Drive (Adorenarin doraibu),(1999),Comedy
27234,"Underground Comedy Movie, The",(1999),Comedy
27236,Charisma (Karisuma),(1999),Drama
27239,Swimming,(2000),Drama
27255,"Wind Will Carry Us, The (Bad ma ra khahad bord)",(1999),Drama
27261,Water Drops on Burning Rocks,(2000),Drama
27263,"Tracker, The",(2002),Drama
27271,Taboo (Gohatto),(1999),Drama
27274,Cremaster 2,(1999),Drama
27277,"Wog Boy, The",(2000),Comedy
27322,Paragraph 175,(2000),Documentary
27329,Paradise Lost 2 Revelations,(2000),Documentary
27334,Sound and Fury,(2000),Documentary
27351,Spiral,(2000),Horror
27365,"River, The (Joki)",(2001),Drama
27366,Werckmeister Harmonies (Werckmeister harmóniák),(2000),Drama
27370,Late Night Shopping,(2001),Comedy
27372,Uprising,(2001),Drama
27373,61*,(2001),Drama
27392,Run Ronnie Run,(2002),Comedy
27395,Gojoe Spirit War Chronicle (Gojo reisenki Gojoe),(2000),Drama
27396,"Gentleman's Game, A",(2002),Drama
27432,"Beautiful Country, The",(2004),Drama
27436,Mockingbird Don't Sing,(2001),Drama
27447,Southern Comfort,(2001),Documentary
27449,Berlin Is in Germany,(2001),Drama
27454,"Nugget, The",(2002),Comedy
27467,Kung Phooey!,(2003),Comedy
27472,Martin & Orloff,(2002),Comedy
27477,Samurai (Samourais),(2002),Action
27478,Ali G Indahouse,(2002),Comedy
27484,"Milwaukee, Minnesota",(2003),Drama
27511,Charms for the Easy Life,(2002),Drama
27513,Dog Days (Hundstage),(2001),Drama
27544,Waterboys,(2001),Comedy
27550,Hell House,(2001),Documentary
27555,Fubar,(2002),Comedy
27571,"Rage in Placid Lake, The",(2003),Comedy
27576,My Mother Likes Women (A mi madre le gustan las mujeres),(2002),Comedy
27587,Pure,(2002),Drama
27620,Fear and Trembling (Stupeur et tremblements),(2003),Comedy
27631,Cremaster 3,(2002),Drama
27640,My House in Umbria,(2003),Drama
27646,Soldier's Girl,(2003),Drama
27664,"Brown Bunny, The",(2003),Drama
27667,Ju-on The Curse,(2000),Horror
27668,Ju-on The Curse 2,(2000),Horror
27685,Bring It On Again,(2004),Comedy
27700,Evil (Ondskan),(2003),Drama
27703,High Roller The Stu Ungar Story,(2003),Drama
27713,Bukowski Born into This,(2003),Documentary
27717,Pearls and Pigs (Helmiä ja sikoja),(2003),Comedy
27718,"Injury to One, An",(2002),Documentary
27724,Hitler The Rise of Evil,(2003),Drama
27734,In My Country (a.k.a. Country of My Skull),(2004),Drama
27740,Blind Shaft (Mang jing),(2003),Drama
27743,"Far Side of the Moon, The (Face cachée de la lune, La)",(2003),Drama
27756,Belly of the Beast,(2003),Action
27758,"Easy Riders, Raging Bulls How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",(2003),Documentary
27760,When the Last Sword is Drawn (Mibu gishi den),(2003),Drama
27762,Comic Book The Movie,(2004),Comedy
27768,Intimate Strangers (Confidences trop intimes),(2004),Drama
27769,Down to the Bone,(2004),Drama
27772,Ju-on The Grudge,(2002),Horror
27776,Red Lights (Feux rouges),(2004),Drama
27780,Skenbart En film om tåg,(2003),Comedy
27798,Ju-on The Grudge 2,(2003),Horror
27799,Sex Lives of the Potato Men,(2004),Comedy
27803,"Sea Inside, The (Mar adentro)",(2004),Drama
27815,"Chorus, The (Choristes, Les)",(2004),Drama
27818,Just Bea (Bare Bea),(2004),Drama
27829,Slasher,(2004),Documentary
27830,"Bobby Jones, Stroke of Genius",(2004),Drama
27834,"Return, The (Vozvrashcheniye)",(2003),Drama
27835,"Agronomist, The",(2003),Documentary
27841,"Gospel of John, The",(2003),Drama
27843,Machuca,(2004),Drama
27846,"Corporation, The",(2003),Documentary
27847,Game Over Kasparov and the Machine,(2003),Documentary
27849,Vibrator,(2003),Drama
27850,"Yes Men, The",(2003),Documentary
27862,Lost Boys of Sudan,(2003),Documentary
27866,In My Father's Den,(2004),Drama
27871,Something the Lord Made,(2004),Drama
27873,Metallica Some Kind of Monster,(2004),Documentary
27874,Going the Distance,(2004),Comedy
27878,Born into Brothels,(2004),Documentary
27879,DiG!,(2004),Documentary
27882,Riding Giants,(2004),Documentary
27883,Dear Pillow,(2004),Drama
27888,When Will I Be Loved,(2004),Drama
27891,Quiet as a Mouse (Muxmäuschenstill),(2004),Drama
27911,Howard Zinn You Can't Be Neutral on a Moving Train,(2004),Documentary
27912,Outfoxed Rupert Murdoch's War on Journalism,(2004),Documentary
27914,"Hijacking Catastrophe 9/11, Fear & the Selling of American Empire",(2004),Documentary
27919,Fahrenhype 9/11,(2004),Documentary
30659,Noel,(2004),Drama
30698,Sexual Dependency (Dependencia sexual),(2003),Drama
30707,Million Dollar Baby,(2004),Drama
30723,Vincent & Theo,(1990),Drama
30791,Hellraiser Inferno,(2000),Horror
30800,"Wrong Box, The",(1966),Comedy
30812,"Aviator, The",(2004),Drama
30820,"Woodsman, The",(2004),Drama
30825,Meet the Fockers,(2004),Comedy
30848,"Love Song for Bobby Long, A",(2004),Drama
30850,"Merchant of Venice, The",(2004),Drama
30854,"River, The (He liu)",(1997),Drama
30856,Rebels of the Neon God (Qing shao nian nuo zha),(1992),Drama
30867,Kamikaze Girls (Shimotsuma monogatari),(2004),Comedy
30890,"Keys to the House, The (Chiavi di casa, Le)",(2004),Drama
30970,"Handful of Dust, A",(1988),Drama
30977,"Pickle, The",(1993),Comedy
30981,Wetherby,(1985),Drama
30991,Powwow Highway,(1989),Drama
31000,Sweet Liberty,(1986),Comedy
31004,"Promised Life, The (Vie promise, La)",(2002),Drama
31011,It's All True,(1993),Documentary
31035,Testament,(1983),Drama
31040,Distant Thunder,(1988),Drama
31045,Daddy's Dyin'... Who's Got the Will?,(1990),Comedy
31047,Jinxed!,(1982),Comedy
31053,Heart of America,(2003),Drama
31090,Fuhrer Ex (Führer EX),(2002),Drama
31104,Hester Street,(1975),Drama
31107,Mikey and Nicky,(1976),Drama
31109,"Bigamist, The",(1953),Drama
31140,Madame Rosa (La vie devant soi),(1977),Drama
31203,Puddle Cruiser,(1996),Comedy
31225,Coach Carter,(2005),Drama
31247,"Fighting Sullivans, The (Sullivans, The)",(1944),Drama
31258,Common Places (a.k.a. Common Ground) (Lugares comunes),(2002),Drama
31260,Boys Town,(1938),Drama
31337,"Mortal Storm, The",(1940),Drama
31353,"Miracle Woman, The",(1931),Drama
31359,Moolaadé,(2004),Drama
31362,This Girl's Life,(2003),Drama
31413,"White Sound, The (Das weiße Rauschen)",(2001),Drama
31435,Rory O'Shea Was Here (Inside I'm Dancing),(2004),Drama
31437,Nobody Knows (Dare mo shiranai),(2004),Drama
31494,Everyday People,(2004),Drama
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",(1979),Drama
31524,"Bitter Tears of Petra von Kant, The (bitteren Tränen der Petra von Kant, Die)",(1972),Drama
31539,Overnight,(2003),Documentary
31598,"Ballad of the Sad Cafe, The",(1991),Drama
31606,Siberia,(1998),Comedy
31610,Purple Butterfly (Zi hudie),(2003),Drama
31628,"Taxing Woman, A (Marusa no onna)",(1987),Comedy
31655,Inferno,(1953),Drama
31689,Inside Deep Throat,(2005),Documentary
31692,Uncle Nino,(2003),Comedy
31724,Pauly Shore Is Dead,(2003),Comedy
31785,Frozen Land (Paha maa),(2005),Drama
31797,White Banners,(1938),Drama
31813,Sister Helen,(2002),Documentary
31826,Bright Leaves,(2003),Documentary
31851,Sons of the Desert,(1933),Comedy
31856,Surplus Terrorized Into Being Consumers,(2003),Documentary
31915,"Corn Is Green, The",(1945),Drama
31930,Masculin Féminin,(1966),Drama
31954,Beautiful City (Shah-re ziba),(2004),Drama
31998,"Hole in My Heart, A (Hål i mitt hjärta, Ett)",(2004),Drama
32013,Loop the Loop (Up and Down) (Horem pádem),(2004),Comedy
32056,Bopha!,(1993),Drama
32058,Class Action,(1991),Drama
32082,That Championship Season,(1982),Drama
32084,Crush,(1992),Drama
32090,"Low Life, The",(1995),Drama
32109,Rendez-vous,(1985),Drama
32116,"Oh, God! You Devil",(1984),Comedy
32122,Asfalto,(2000),Drama
32126,April Captains (Capitães de Abril),(2000),Drama
32139,"Agony and the Ecstasy, The",(1965),Drama
32141,Return to Peyton Place,(1961),Drama
32151,It Happened to Jane,(1959),Comedy
32158,All in a Night's Work,(1961),Comedy
32160,Twentieth Century,(1934),Comedy
32166,Strangers When We Meet,(1960),Drama
32168,Or (a.k.a. My Treasure),(2004),Drama
32172,Lackawanna Blues,(2005),Drama
32203,Brian's Song,(1971),Drama
32225,Project Grizzly,(1996),Documentary
32234,Julia,(1977),Drama
32294,Milk and Honey,(2003),Drama
32302,"League of Ordinary Gentlemen, A",(2004),Documentary
32318,Virginia's Run,(2002),Drama
32329,Paradise Alley,(1978),Drama
32335,Wild Horses (Caballos salvajes),(1995),Drama
32342,Woman Thou Art Loosed,(2004),Drama
32345,Arrowsmith,(1931),Drama
32349,Stella Dallas,(1937),Drama
32354,Free Radicals (Böse Zellen),(2003),Drama
32361,Come and Get It,(1936),Drama
32375,"Young Törless, The (Junge Törless, Der)",(1966),Drama
32419,"Music of Chance, The",(1993),Drama
32442,Greedy,(1994),Comedy
32464,City of Hope,(1991),Drama
32471,Sons and Lovers,(1960),Drama
32478,"Arrow, The",(1997),Drama
32485,Greetings,(1968),Comedy
32509,This Sporting Life,(1963),Drama
32520,Whistle Down the Wind,(1961),Drama
32525,"Earrings of Madame de..., The (Madame de...)",(1953),Drama
32535,No One Writes to the Colonel (El coronel no tiene quien le escriba),(1999),Drama
32582,"Wild Parrots of Telegraph Hill, The",(2003),Documentary
32584,"Ballad of Jack and Rose, The",(2005),Drama
32589,Beauty Shop,(2005),Comedy
32600,Eros,(2004),Drama
32602,Winter Solstice,(2004),Drama
32605,Smile,(2005),Drama
32617,Eye of the Tiger,(1986),Action
32627,Rhinestone,(1984),Comedy
32655,"Foul King, The (Banchikwang)",(2000),Comedy
32659,Tanguy,(2001),Comedy
32666,National Lampoon's Lady Killers (National Lampoon's Gold Diggers),(2003),Comedy
32674,Islands in the Stream,(1977),Drama
32705,Why Has Bodhi-Dharma Left for the East? A Zen Fable (Dharmaga tongjoguro kan kkadalgun),(1989),Drama
32707,Blue,(1993),Drama
32741,Oedipus Rex (Edipo re),(1967),Drama
32770,Brothers (Brødre),(2004),Drama
32773,Parenti serpenti,(1992),Comedy
32777,Major Barbara,(1941),Comedy
32779,Steppenwolf,(1974),Drama
32781,Hawaii,(1966),Drama
32788,Loners (Samotári),(2000),Drama
32792,"Red Desert (Deserto rosso, Il)",(1964),Drama
32811,Diary of a Lost Girl (Tagebuch einer Verlorenen),(1929),Drama
32834,Macbeth,(1948),Drama
32836,Garage Olimpo,(1999),Drama
32851,Hotel Terminus The Life and Times of Klaus Barbie (Hôtel Terminus),(1988),Documentary
32875,Holiday (Jour de fête),(1949),Comedy
32890,Mother Küsters Goes to Heaven (Mutter Küsters' Fahrt zum Himmel),(1975),Drama
32925,Who's Your Daddy?,(2004),Comedy
32954,"Chant of Jimmy Blacksmith, The",(1978),Drama
32959,Boy (Shônen),(1969),Drama
32968,Guelwaar,(1993),Drama
32988,Clean,(2004),Drama
32994,"Delicate Art of Parking, The",(2003),Comedy
32999,Wilson,(1944),Drama
33001,Blossoms in the Dust,(1941),Drama
33008,King's Game (Kongekabale),(2004),Thriller
33092,Acts of Worship,(2001),Drama
33102,Cry of the Banshee,(1970),Horror
33134,"Year of the Yao, The",(2004),Documentary
33136,House of D,(2004),Drama
33142,"Wake in Providence, A",(1999),Comedy
33150,"Game of Their Lives, The",(2005),Drama
33152,Madison,(2001),Drama
33154,Enron The Smartest Guys in the Room,(2005),Documentary
33160,Death of a Dynasty,(2003),Comedy
33229,"Angry Silence, The",(1960),Drama
33235,Isadora,(1968),Drama
33245,Earth (Zemlya),(1930),Drama
33251,"Bitch, The (La chienne)",(1931),Drama
33253,Erendira,(1983),Drama
33264,Satan's Tango (Sátántangó),(1994),Drama
33288,Kes,(1969),Drama
33292,"Human Comedy, The",(1943),Drama
33340,Kids Return (Kizzu ritân),(1996),Drama
33393,"Keys of the Kingdom, The",(1944),Drama
33397,300 Miles to Heaven (300 Mil do Nieba),(1989),Drama
33401,"Adventurer, The",(1917),Comedy
33410,Crackerjack,(2002),Comedy
33421,Dear Wendy,(2005),Drama
33426,9 Souls (Nain souruzu),(2003),Drama
33435,Los Angeles Plays Itself,(2003),Documentary
33445,Martín (Hache),(1997),Drama
33487,Samaritan Girl (Samaria),(2004),Drama
33495,Kicking & Screaming,(2005),Comedy
33539,Deep Blue,(2003),Documentary
33564,Divorce - Italian Style (Divorzio all'italiana),(1961),Comedy
33573,Wu Tang Master (Tian shi zhuang xie),(1983),Action
33592,Bad Guy (Nabbeun namja),(2001),Drama
33621,Somersault,(2004),Drama
33641,Tell Them Who You Are,(2004),Documentary
33677,Rock School,(2005),Documentary
33685,"Honeymooners, The",(2005),Comedy
33709,Toto le héros,(1991),Drama
33767,Good Neighbor Sam,(1964),Comedy
33779,Eddie Izzard Dress to Kill,(1999),Comedy
33790,"Captain's Paradise, The",(1953),Comedy
33819,Heights,(2004),Drama
33821,"Deal, The",(2005),Drama
33823,"Bridge of San Luis Rey, The",(2004),Drama
33832,Yes,(2004),Drama
33838,Rize,(2005),Documentary
33847,Home Movie,(2001),Documentary
33896,3 Extremes (Three... Extremes) (Saam gaang yi),(2004),Horror
33917,"Member of the Wedding, The",(1952),Drama
33940,Rabbit Test,(1978),Comedy
33966,Cop and ½,(1993),Comedy
33974,For Pete's Sake,(1974),Comedy
33988,Twenty Bucks,(1993),Comedy
33998,Deceived,(1991),Thriller
34002,Room Service,(1938),Comedy
34016,My Friends (Amici miei),(1975),Comedy
34032,Modigliani,(2004),Drama
34072,"March of the Penguins (Marche de l'empereur, La)",(2005),Documentary
34111,"God Who Wasn't There, The",(2005),Documentary
34129,Rebound,(2005),Comedy
34138,The Inner Circle,(1991),Drama
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",(2005),Drama
34153,Murderball,(2005),Documentary
34155,Saraband,(2003),Drama
34158,Julie Johnson,(2001),Drama
34189,Twin Sitters,(1994),Thriller
34214,"Generale Della Rovere, Il",(1959),Drama
34240,"Karol A Man Who Became Pope (Karol, un uomo diventato Papa) (Karol. Czlowiek, który zostal papiezem)",(2005),Drama
34246,Family Resemblances (Un air de famille),(1996),Comedy
34312,"Calcium Kid, The",(2004),Comedy
34326,Last Days,(2005),Drama
34353,Twice in a Lifetime,(1985),Drama
34359,Georgy Girl,(1966),Comedy
34369,"Music Lovers, The",(1970),Drama
34411,End of Suburbia Oil Depletion and the Collapse of the American Dream,(2004),Documentary
34469,Baby Face,(1933),Drama
34473,"Star, The",(1952),Drama
34482,"Browning Version, The",(1951),Drama
34499,"Heart Is Deceitful Above All Things, The",(2004),Drama
34530,Deuce Bigalow European Gigolo,(2005),Comedy
34542,Grizzly Man,(2005),Documentary
34548,"Tree of Wooden Clogs, The (L'albero degli zoccoli)",(1978),Drama
34648,Acacia,(2003),Horror
34800,Private Resort,(1985),Comedy
35629,"Sea, The (Hafið)",(2002),Drama
35636,Teen Witch,(1989),Comedy
35681,Koti-ikävä,(2005),Drama
35807,"Teahouse of the August Moon, The",(1956),Comedy
35828,Black,(2005),Drama
36247,Miss Sweden (Fröken Sverige),(2004),Drama
36286,Nobody Will Speak of Us When We're Dead (Nadie hablará de nosotras cuando hayamos muerto),(1995),Drama
