movieId,title,genres
5819,Interview with the Assassin,Drama
5821,"Way Home, The (Jibeuro)",Drama
5832,Left Behind II Tribulation Force,Drama
5834,Fingers,Drama
5838,Madame Bovary,Drama
5846,Raggedy Man,Drama
5847,Ragtime,Drama
5848,Rich and Famous,Drama
5849,I'm Starting From Three (Ricomincio da Tre),Comedy
5851,Rollover,Drama
5857,So Fine,Comedy
5858,"Soupe aux Choux, La",Comedy
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia),Drama
5863,Take This Job and Shove It,Comedy
5866,They All Laughed,Comedy
5870,Revolution #9,Thriller
5874,Friday After Next,Comedy
5875,Personal Velocity,Drama
5887,Another You,Comedy
5896,New Waterford Girl,Comedy
5904,My Kingdom,Drama
5911,Urgh! A Music War,Documentary
5914,"Vernon, Florida",Documentary
5916,Whose Life Is It Anyway?,Drama
5918,Alone in the Dark,Horror
5928,"Border, The",Drama
5934,"Challenge, The",Action
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Drama
5937,Danton,Drama
5942,"Hot Chick, The",Comedy
5947,Evelyn,Drama
5948,"Guys, The",Drama
5951,Morvern Callar,Drama
5963,"Children's Hour, The",Drama
5972,"Road to Hong Kong, The",Comedy
5977,Where's Poppa?,Comedy
5978,"Whistle Blower, The",Thriller
5986,Fat City,Drama
5988,Quicksilver,Drama
6002,Love Liza,Drama
6004,Abraham's Valley (Vale Abraão),Drama
6008,"Son, The (Le fils)",Drama
6015,Big Shot's Funeral (Da Wan),Comedy
6025,CB4 - The Movie,Comedy
6033,Mystery Date,Comedy
6041,Amen.,Drama
6042,Blind Spot Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin),Documentary
6043,In the Mirror of Maya Deren (Im Spiegel der Maya Deren),Documentary
6048,"Devil at 4 O'Clock, The",Drama
6049,Ethan Frome,Drama
6062,Lost in La Mancha,Documentary
6065,I'm All Right Jack,Comedy
6070,Tokyo Decadence (Topâzu),Drama
6075,"Simple-Minded Murder, The (Enfaldige mördaren, Den)",Drama
6079,Five Days One Summer,Drama
6090,Kiss Me Goodbye,Comedy
6091,Labyrinth of Passion (Laberinto de Pasiones),Comedy
6096,Making Love,Drama
6097,Manhattan Baby,Horror
6098,"Marathon Family, The (Maratonci Trce Pocasni Krug)",Comedy
6102,"Missionary, The",Comedy
6105,Moonlighting,Drama
6112,Partners,Comedy
6113,Godard's Passion (Passion),Drama
6114,Permanent Vacation,Drama
6115,Personal Best,Drama
6118,Blind Chance (Przypadek),Drama
6119,Santa Claus Is a Stinker (Le Père Noël est une ordure),Comedy
6121,Querelle,Drama
6123,Sunless (Sans Soleil),Documentary
6126,"Veronika Voss (Sehnsucht der Veronika Voss, Die)",Drama
6129,Six Weeks,Drama
6130,"Soldier, The",Action
6133,"State of Things, The (Stand der Dinge, Der)",Drama
6161,Painted Fire (Chihwaseon),Drama
6166,Dennis the Menace,Comedy
6172,"Countess from Hong Kong, A",Comedy
6175,Messenger of Death,Thriller
6177,Murphy's Law,Action
6182,"Thrill of It All, The",Comedy
6188,Old School,Comedy
6195,Stone Reader,Documentary
6203,Life Stinks,Comedy
6204,"Meteor Man, The",Comedy
6207,"Slaughter Rule, The",Drama
6211,Ten,Drama
6212,Bringing Down the House,Comedy
6215,Laurel Canyon,Drama
6216,Nowhere in Africa (Nirgendwo in Afrika),Drama
6217,"Safety of Objects, The",Drama
6225,King of Kings,Drama
6229,Two-Lane Blacktop,Drama
6230,Bang the Drum Slowly,Drama
6236,Fear Strikes Out,Drama
6237,"Glenn Miller Story, The",Drama
6246,Talent for the Game,Drama
6260,"Robe, The",Drama
6269,Stevie,Documentary
6277,Winter Kills,Drama
6287,Anger Management,Comedy
6290,House of 1000 Corpses,Horror
6292,Marion Bridge,Drama
6299,"Winged Migration (Peuple migrateur, Le)",Documentary
6306,I Am Trying to Break Your Heart,Documentary
6307,"Iceman Cometh, The",Drama
6313,Sibling Rivalry,Comedy
6315,Wildcats,Comedy
6320,Scenes from a Mall,Comedy
6321,Stella,Drama
6325,"Real Cancun, The",Documentary
6329,Manic,Drama
6336,Marooned in Iraq (Gomgashtei dar Aragh),Drama
6341,"Shape of Things, The",Drama
6354,"Carpetbaggers, The",Drama
6375,Gigantic (A Tale of Two Johns),Documentary
6381,"Three Marias, The (Três Marias, As)",Drama
6382,Together (Han ni Zai Yiki),Drama
6385,Whale Rider,Drama
6393,For Sale (À Vendre),Drama
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux)",Comedy
6400,Murder on a Sunday Morning (Un coupable idéal),Documentary
6402,Siam Sunset,Comedy
6403,"Swimmer, The",Drama
6406,Two Evil Eyes,Horror
6410,Car Wash,Comedy
6411,Come September,Comedy
6417,Live Wire,Action
6419,Mr. & Mrs. Bridge,Drama
6423,Straight Talk,Comedy
6425,"6th Man, The (Sixth Man, The)",Comedy
6432,"Courtship of Eddie's Father, The",Comedy
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom)",Documentary
6449,From the Terrace,Drama
6452,"Long, Hot Summer, The",Drama
6460,"Trial, The (Procès, Le)",Drama
6463,Divine Trash,Documentary
6471,Defense of the Realm,Thriller
6475,Opportunity Knocks,Comedy
6477,"Song of Bernadette, The",Drama
6482,Dumb and Dumberer When Harry Met Lloyd,Comedy
6489,"Loco Love (Mi Casa, Su Casa)",Comedy
6496,Ecstasy (Éxtasis),Drama
6500,"Satanic Rites of Dracula, The",Horror
6508,"Bank, The",Thriller
6511,Jesus,Drama
6514,Ring of Terror,Horror
6516,Anastasia,Drama
6517,"Babe, The",Drama
6519,Fun with Dick and Jane,Comedy
6526,Rhapsody in August (Hachi-gatsu no kyôshikyoku),Drama
6528,Start the Revolution Without Me,Comedy
6533,"What's Up, Doc?",Comedy
6535,"Legally Blonde 2 Red, White & Blonde",Comedy
6540,Madame Satã,Drama
6543,"Holy Land, The",Drama
6553,"Embalmer, The (Imbalsamatore, L')",Drama
6565,Seabiscuit,Drama
6569,Hotel,Comedy
6578,"Kiss Me, Stupid",Comedy
6579,"One, Two, Three",Comedy
6586,American Wedding (American Pie 3),Comedy
6592,"Secret Lives of Dentists, The",Drama
6594,Seaside (Bord de Mer),Drama
6598,Step Into Liquid,Documentary
6599,Accattone,Drama
6604,Hawks and Sparrows (Uccellacci e Uccellini),Comedy
6605,"Man in the Glass Booth, The",Drama
6606,Purpose,Drama
6607,"Red Pony, The",Drama
6611,Umberto D.,Drama
6612,Brother's Keeper,Documentary
6613,"Day of the Dolphin, The",Drama
6619,Uptown Girls,Comedy
6621,"Backyard, The",Documentary
6632,Of Unknown Origin,Horror
6640,Where the Rivers Flow North,Drama
6641,Code Unknown (Code inconnu Récit incomplet de divers voyages),Drama
6646,Valley of the Dolls,Drama
6647,"Business of Fancydancing, The",Drama
6649,Tunes of Glory,Drama
6667,Waco The Rules of Engagement,Documentary
6670,Comic Book Villains,Comedy
6671,"Angel at My Table, An",Drama
6675,Far,Drama
6676,Incident at Oglala,Documentary
6677,Predictions of Fire (Prerokbe Ognja),Documentary
6679,Revolution OS,Documentary
6680,Live Nude Girls Unite!,Documentary
6683,Fire,Drama
6692,Stoked The Rise and Fall of Gator,Documentary
6699,Once Upon a Time in the Midlands,Drama
6701,Zero Day,Drama
6702,Dickie Roberts Former Child Star,Comedy
6715,Children of the Night,Horror
6716,Daisy Miller,Drama
6718,Gotcha!,Comedy
6726,"Song for Martin, A (Sång för Martin, En)",Drama
6728,"Ugly American, The",Drama
6735,"Rose, The",Drama
6737,Super Sucker,Comedy
6742,"I, Madman",Horror
6745,"Shrimp on the Barbie, The",Comedy
6748,"Brood, The",Horror
6761,Tibet Cry of the Snow Lion,Documentary
6767,Kart Racer,Drama
6769,Mambo Italiano,Comedy
6771,Dorm Daze (National Lampoon Presents Dorm Daze),Comedy
6775,Life and Debt,Documentary
6778,Journey of Hope (Reise der Hoffnung),Drama
6780,"Brief History of Time, A",Documentary
6781,"Jacob the Liar (Jakob, der Lügner)",Drama
6786,Kiss of the Spider Woman,Drama
6791,Babette's Feast (Babettes gæstebud),Drama
6799,By the Sword,Drama
6802,Consenting Adults,Thriller
6807,Monty Python's The Meaning of Life,Comedy
6809,Tightrope,Thriller
6811,PCU,Comedy
6821,More American Graffiti,Comedy
6825,"Reluctant Astronaut, The",Comedy
6827,It's Pat,Comedy
6831,Nobody's Baby,Comedy
6832,Regarding Henry,Drama
6843,Eureka,Drama
6844,Oleanna,Drama
6846,Tough Guys Don't Dance,Drama
6853,Campus Man,Comedy
6855,"Murderous Maids (Blessures assassines, Les)",Drama
6876,"Flower of Evil, The (Fleur du mal, La)",Drama
6877,Girls Will Be Girls,Comedy
6880,"Texas Chainsaw Massacre, The",Horror
6887,Radio,Drama
6891,Gypsy 83,Drama
6895,Normal,Drama
6898,Sweet Sixteen,Drama
6903,Lipstick,Drama
6915,Chicago Joe and the Showgirl,Drama
6918,"Unvanquished, The (Aparajito)",Drama
6921,Man of Marble (Czlowiek z Marmuru),Drama
6926,"Solid Gold Cadillac, The",Comedy
6928,"Die, Mommie, Die",Comedy
6930,Girlhood,Documentary
6931,Mail Order Bride,Comedy
6933,Suspended Animation,Thriller
6941,Just an American Boy,Documentary
6943,Love Forbidden (Défense d'aimer),Drama
6945,My Architect A Son's Journey,Documentary
6948,Tupac Resurrection,Documentary
6961,Damage (Fatale),Drama
6962,OT Our Town,Documentary
6963,Devil's Playground,Documentary
6965,Journeys with George,Documentary
6976,Tales from the Crypt,Horror
6981,"Ordet (Word, The)",Drama
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La)",Drama
6998,House of Cards,Drama
7002,Mindwalk,Drama
7005,King Ralph,Comedy
7009,Lorenzo's Oil,Drama
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama
7026,Summer School,Comedy
7043,Vivre sa vie Film en douze tableaux (My Life to Live),Drama
7051,"What's New, Pussycat",Comedy
7052,Mary of Scotland,Drama
7058,Life with Father,Comedy
7062,Birdman of Alcatraz,Drama
7066,"Blue Kite, The (Lan feng zheng)",Drama
7071,"Woman Under the Influence, A",Drama
7078,Jezebel,Drama
7081,I'm No Angel,Comedy
7083,Sweet Dreams,Drama
7091,Horse Feathers,Comedy
7093,"Front Page, The",Comedy
7095,Looking for Mr. Goodbar,Drama
7100,CrissCross,Drama
7103,Madhouse,Comedy
7120,DarkWolf,Horror
7124,Grass,Documentary
7125,Spring Forward,Drama
7131,"Summer Place, A",Drama
7140,"Legend of Leigh Bowery, The",Documentary
7141,My Flesh and Blood,Documentary
7144,Forget Baghdad Jews and Arabs - The Iraqi Connection,Documentary
7150,Stuck on You,Comedy
7157,"Hebrew Hammer, The",Comedy
7158,House of Sand and Fog,Drama
7168,Secret Things (Choses secrètes),Drama
7171,Aileen Life and Death of a Serial Killer,Documentary
7172,Distant (Uzak),Drama
7176,Crimson Gold (Talaye sorgh),Drama
7177,Osama,Drama
7178,"Great Gatsby, The",Drama
7181,Ship of Fools,Drama
7189,"Car 54, Where Are You?",Comedy
7191,Blame It on the Bellboy,Comedy
7192,Only the Strong,Action
7194,Bonjour tristesse,Drama
7206,Mon Oncle (My Uncle),Comedy
7213,Divorce American Style,Comedy
7219,They Drive by Night,Drama
7227,"Trouble with Angels, The",Comedy
7231,"Where Angels Go, Trouble Follows",Comedy
7233,My Letter to George (Mesmerized),Drama
7243,Intolerance Love's Struggle Throughout the Ages,Drama
7246,"Violent Years, The",Drama
7249,Plaza Suite,Comedy
7250,"Out of Towners, The",Comedy
7251,Where the Day Takes You,Drama
7261,Barbershop 2 Back in Business,Comedy
7263,Miracle,Drama
7265,"Dreamers, The",Drama
7267,Who's the Man?,Comedy
7271,Just Between Friends,Drama
7274,Let's Do It Again,Comedy
7276,Hell's Kitchen,Drama
7277,"Innocent, The",Drama
7279,"Wilby Conspiracy, The",Thriller
7280,Blacula,Horror
7281,"Scream, Blacula, Scream!",Horror
7283,Swing Shift,Drama
7285,Thirteen,Drama
7287,"Sailor Who Fell from Grace with the Sea, The",Drama
7288,Foolish Wives,Drama
7290,"Sin of Harold Diddlebock, The",Comedy
7291,Pontiac Moon,Drama
7296,Face,Comedy
7310,Raw Deal,Action
7321,Twisted,Thriller
7328,"Passion of Anna, The (Passion, En)",Drama
7329,Walk on the Wild Side,Drama
7337,American Gun,Drama
7340,Just One of the Guys,Comedy
7342,"Kiss, The",Horror
7343,Wisconsin Death Trip,Documentary
7349,Broken Wings (Knafayim Shvurot),Drama
7351,How to Draw a Bunny,Documentary
7353,Clifford,Comedy
7356,Night Crossing,Drama
7358,Searching for Debra Winger,Documentary
7359,Walk Like a Man,Comedy
7365,Noi the Albino (Nói albinói),Drama
7372,Ned Kelly,Drama
7376,Walking Tall,Action
7391,"Mother, Jugs & Speed",Comedy
7396,Scenes From a Marriage (Scener ur ett äktenskap),Drama
7397,"Baby, the Rain Must Fall",Drama
7398,Belles on Their Toes,Comedy
7401,Mac,Drama
7404,Anna,Drama
7406,"Flying Deuces, The",Comedy
7418,"American Nightmare, The",Documentary
7423,Hitman Hart Wrestling with Shadows,Documentary
7451,Mean Girls,Comedy
7455,"Mudge Boy, The",Drama
7479,Watch on the Rhine,Drama
7484,Gimme Shelter,Documentary
7485,Good Morning (Ohayô),Comedy
7487,Henry & June,Drama
7488,Berkeley in the '60s,Documentary
7490,At First Sight (Entre Nous) (Coup de foudre),Drama
7493,"Three Faces of Eve, The",Drama
7537,Du côté de la côte,Documentary
7563,"Discovery of Heaven, The",Drama
7564,Kwaidan (Kaidan),Horror
7566,28 Up,Documentary
7572,Wit,Drama
7574,Maborosi (Maboroshi no hikari),Drama
7580,"Man in the Gray Flannel Suit, The",Drama
7581,"Fountainhead, The",Drama
7582,Old Acquaintance,Drama
7583,In This Our Life,Drama
7613,White Palace,Drama
7615,Desert Hearts,Drama
7619,"Miracle Worker, The",Drama
7622,"Midnight (Primeiro Dia, O)",Drama
7624,School Ties,Drama
7625,Girl,Drama
7627,Just Write,Comedy
7644,Divorce Iranian Style,Documentary
7648,Wildflowers,Drama
7650,"Witchfinder General (Conquerer Worm, The)",Horror
7699,Who the Hell Is Juliette? (¿Quién diablos es Juliette?),Documentary
7702,"Bells of St. Mary's, The",Drama
7704,"Delta Force, The",Action
7716,"Lonely Guy, The",Comedy
7723,Good Guys Wear Black,Action
7751,Strange Cargo,Drama
7753,Tuesdays with Morrie,Drama
7759,Nostalghia,Drama
7761,"Soft Skin, The (La peau douce)",Drama
7767,"Best of Youth, The (La meglio gioventù)",Drama
7773,"Bang, Bang, You're Dead",Drama
7775,"Thin Blue Lie, The",Drama
7786,Genghis Blues,Documentary
7789,11'09"01 - September 11,Drama
7792,"Parallax View, The",Thriller
7813,FM,Drama
7818,School For Scoundrels,Comedy
7823,Demon Lover Diary,Documentary
7825,Victory,Drama
7839,Love Crazy,Comedy
7880,Friday Night (Vendredi Soir),Drama
7881,White Zombie,Horror
7882,The Plague of the Zombies,Horror
7884,Highway 61,Comedy
7885,"Vampire Lovers, The",Horror
7886,Countess Dracula,Horror
7887,"Cheerleaders, The",Comedy
7892,"Street Fighter, The (Gekitotsu! Satsujin ken)",Action
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi),Action
7901,"Haunted Palace, The",Horror
7914,Berlin Symphony of a Great City (Berlin Die Sinfonie der Großstadt),Documentary
7916,Gidget,Comedy
7921,"Devil's Rain, The",Horror
7928,After the Rehearsal (Efter repetitionen),Drama
7931,My New Gun,Comedy
7932,Dark Days,Documentary
7933,"Night in Casablanca, A",Comedy
7934,Zelig,Comedy
7937,"Silence, The (Tystnaden)",Drama
7945,Freud The Secret Passion,Drama
7946,Reflections in a Golden Eye,Drama
7947,Under the Volcano,Drama
7949,"Yakuza, The",Drama
7952,Beyond the Door II (Schock) (Shock) (Suspense),Horror
7954,"Baron Blood (Orrori del castello di Norimberga, Gli)",Horror
7959,"Trip, The",Drama
7983,Broadway Danny Rose,Comedy
7992,Cockfighter,Drama
7994,"Premature Burial, The",Horror
8009,Marjorie Morningstar,Drama
8010,"Power of One, The",Drama
8011,"Weather Underground, The",Documentary
8025,"Thief, The (Vor)",Drama
8038,Manslaughter,Drama
8040,Brain Donors,Comedy
8041,Passed Away,Comedy
8057,Sweet Bird of Youth,Drama
8068,Sundays and Cybele (Les dimanches de Ville d'Avray),Drama
8070,Grill Point (Halbe Treppe),Drama
8095,"Cucaracha, La",Thriller
8119,Crossroads,Drama
8120,29th Street,Comedy
8127,"First $20 Million Is Always the Hardest, The",Comedy
8128,Au revoir les enfants,Drama
8129,Sex The Annabel Chong Story,Documentary
8130,"Girl Next Door, The",Documentary
8133,"Inheritance, The (Arven)",Drama
8143,Lola Montès,Drama
8153,Lust for Life,Drama
8154,"Dolce Vita, La",Drama
8188,Sansho the Bailiff (Sanshô dayû),Drama
8189,Zazie dans le métro,Comedy
8191,Anne of the Thousand Days,Drama
8194,Baby Doll,Drama
8201,At Play in the Fields of the Lord,Drama
8206,Mystery of the Wax Museum,Horror
8208,"Razor's Edge, The",Drama
8225,Night of the Living Dead,Horror
8261,3 Women (Three Women),Drama
8262,"Green Pastures, The",Drama
8264,Grey Gardens,Documentary
8267,Signs of Life (Lebenszeichen),Drama
8269,Short Time,Comedy
8272,Cromwell,Drama
8275,College,Comedy
8331,"Man Who Came to Dinner, The",Comedy
8335,Make Way for Tomorrow,Drama
8338,Black Narcissus,Drama
8364,Baadasssss! (How to Get the Man's Foot Outta Your Ass),Drama
8365,"Mother, The",Drama
8367,"Time of the Wolf, The (Le temps du loup)",Drama
8374,Bright Future (Akarui mirai),Drama
8375,"Hunting of the President, The",Documentary
8377,City of Joy,Drama
8378,"Doctor, The",Drama
8379,"Dresser, The",Drama
8380,Father Hood,Comedy
8382,Hello Again,Comedy
8392,Fool for Love,Drama
8394,"Hi-Line, The",Drama
8407,"Molly Maguires, The",Drama
8411,Urban Ghost Story,Drama
8421,Dying of Laughter (Muertos de Risa),Comedy
8425,Meet the Applegates,Comedy
8451,Blackboard Jungle,Drama
8455,"Long Way Home, The",Documentary
8457,True Love,Comedy
8458,To Each His Own,Drama
8461,Dragon Seed,Drama
8462,Executive Suite,Drama
8463,Johnny Belinda,Drama
8478,"Distant Voices, Still Lives",Drama
8480,"King of Kings, The",Drama
8488,Siddhartha,Drama
8494,"Cincinnati Kid, The",Drama
8499,Pretty Baby,Drama
8511,"Immigrant, The",Comedy
8524,"High and the Mighty, The",Drama
8532,"Door in the Floor, The",Drama
8577,Comandante,Documentary
8586,Roxie Hart,Comedy
8587,Mayor of the Sunset Strip,Documentary
8592,"Wheeler Dealers, The",Comedy
8594,"Secret Life of Girls, The",Comedy
8599,"Escapist, The",Thriller
8602,Shadows,Drama
8611,"Farmer's Daughter, The",Comedy
8617,Butterfield 8,Drama
8621,Ivans xtc.,Drama
8625,"Same River Twice, The",Documentary
8627,Confessions of a Burning Man,Documentary
8637,America's Heart and Soul,Documentary
8642,Sleepover,Comedy
8650,Long Day's Journey Into Night,Drama
8664,Mr. Klein (Monsieur Klein),Drama
8674,Disco Pigs,Drama
8687,Orgy of the Dead,Horror
8691,His Brother (Son frère),Drama
8695,"Bachelor and the Bobby-Soxer, The",Comedy
8699,Dancing in September,Drama
8703,Fausto 5.0,Horror
8706,"Greatest, The",Drama
8707,Grief,Comedy
8708,Hometown Legend,Drama
8711,Mr. Blandings Builds His Dream House,Comedy
8720,"Super, The",Comedy
8729,Swann in Love (Un amour de Swann),Drama
8734,Love Happy,Comedy
8736,Out of the Blue,Drama
8739,Mamma Roma,Drama
8741,Ruby Cairo,Thriller
8742,Night Patrol,Comedy
8754,"Prime of Miss Jean Brodie, The",Drama
8757,Lovers and Other Strangers,Comedy
8764,Under the Lighthouse Dancing,Drama
8781,"Manchurian Candidate, The",Thriller
8785,Early Summer (Bakushû),Drama
8786,Port of Shadows (Quai des brumes),Drama
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino)",Drama
8797,Salesman,Documentary
8806,Masks (Masques),Thriller
8824,If a Man Answers,Comedy
8826,Human Resources (Ressources humaines),Drama
8839,"Mangler, The",Horror
8840,Who's That Knocking at My Door?,Drama
8841,Seeing Other People,Comedy
8843,"Million to Juan, A",Comedy
8844,Camera Buff (Amator),Drama
8845,No End (Bez konca),Drama
8851,Smile,Comedy
8853,"Small Circle of Friends, A",Drama
8854,Night of the Demons,Horror
8856,Roller Boogie,Drama
8857,Lilith,Drama
8859,SuperBabies Baby Geniuses 2,Comedy
8863,Evergreen,Drama
8867,Anatomy of Hell (Anatomie de l'enfer),Drama
8871,"Last Shot, The",Comedy
8872,"Dirty Shame, A",Comedy
8876,"Black Orchid, The",Drama
8880,Mask,Drama
8887,Whispers in the Dark,Thriller
8889,"Legacy, The",Horror
8890,"Alligator People, The",Horror
8891,Hear No Evil,Thriller
8899,Hardcore,Drama
8904,Jack-O,Horror
8906,Cannibal Holocaust,Horror
8909,Black Cloud,Drama
8910,I Heart Huckabees,Comedy
8920,"Country Girl, The",Drama
8924,I Wanna Hold Your Hand,Comedy
8930,"Five Obstructions, The (Fem benspænd, De)",Documentary
8931,Born Rich,Documentary
8932,It's Alive,Horror
8936,"Life and Nothing But (Vie et rien d'autre, La)",Drama
8945,Thérèse The Story of Saint Thérèse of Lisieux,Drama
8960,Voices of Iraq,Documentary
8962,Fade to Black,Documentary
8966,Kinsey,Drama
8979,Guerrilla The Taking of Patty Hearst,Documentary
8982,I Am David,Drama
8986,"Bellboy, The",Comedy
8987,Bush's Brain,Documentary
8988,Cinderfella,Comedy
8990,"Delicate Delinquent, The",Comedy
8992,"Errand Boy, The",Comedy
8993,"Family Jewels, The",Comedy
8994,"Ladies Man, The",Comedy
8995,"Patsy, The",Comedy
8997,"Stooge, The",Comedy
8998,That's Entertainment,Documentary
8999,"That's Entertainment, Part II",Documentary
9000,That's Entertainment! III,Documentary
9006,"Garden of Allah, The",Drama
9007,I'll Be Seeing You,Drama
9012,Ruby Gentry,Drama
9016,Splatter University,Horror
25735,"Cheat, The",Drama
25739,"Idle Class, The",Comedy
25741,"Phantom Carriage, The (Körkarlen)",Drama
25749,"Marriage Circle, The",Comedy
25752,"Freshman, The",Comedy
25753,Greed,Drama
25766,"Crowd, The",Drama
25775,"Champ, The",Drama
25777,Monkey Business,Comedy
25782,Boudu Saved From Drowning (Boudu sauvé des eaux),Comedy
25787,Rasputin and the Empress,Drama
25800,Lady for a Day,Comedy
25803,"Vampire Bat, The",Horror
25816,Bonnie Scotland (Heroes of the Regiment),Comedy
25820,"Raven, The",Horror
25841,Stage Door,Drama
25859,Abe Lincoln in Illinois,Drama
25864,"Edison, the Man",Drama
25869,"47 Ronin, The (Genroku Chûshingura)",Drama
25875,That Uncertain Feeling,Comedy
25882,"Hard Way, The",Drama
25898,Day of Wrath (Vredens dag),Drama
25900,"Curse of the Cat People, The",Drama
25902,Torment (Hets),Drama
25914,"Ivan the Terrible, Part One (Ivan Groznyy I)",Drama
25915,"Southerner, The",Drama
25918,"Tree Grows in Brooklyn, A",Drama
25919,"Beast with Five Fingers, The",Horror
25928,Mourning Becomes Electra,Drama
25936,"Babe Ruth Story, The",Drama
25942,Louisiana Story,Drama
25947,Unfaithfully Yours,Comedy
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The)",Drama
25964,Scandal (Shubun),Drama
25966,"Greatest Love, The (Europa '51)",Drama
25975,"Life of Oharu, The (Saikaku ichidai onna)",Drama
25984,"Titfield Thunderbolt, The",Comedy
25986,"Belles of St. Trinian's, The",Comedy
25987,"Crucified Lovers, The (Chikamatsu monogatari)",Drama
25994,Salt of the Earth,Drama
25999,"Wild One, The",Drama
26000,"Cobweb, The",Drama
26016,All at Sea,Comedy
26022,Man of a Thousand Faces,Drama
26034,"Last Hurrah, The",Drama
26051,"Nun's Story, The",Drama
26059,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki),Drama
26070,"Intruder, The",Drama
26078,Advise and Consent,Drama
26079,David and Lisa,Drama
26083,"Loneliness of the Long Distance Runner, The",Drama
26094,"Eclisse, L' (Eclipse)",Drama
26096,"Cardinal, The",Drama
26099,"Kiss of the Vampire, The",Horror
26111,Becket,Drama
26119,"Naked Kiss, The",Drama
26127,"Visit, The",Drama
26140,Incubus,Horror
26141,"Loved One, The",Comedy
26153,Grand Prix,Drama
26157,Manos The Hands of Fate,Horror
26180,Up the Down Staircase,Drama
26188,"Heart Is a Lonely Hunter, The",Drama
26189,"I Love You, Alice B. Toklas!",Comedy
26191,Petulia,Drama
26194,"Subject Was Roses, The",Drama
26209,"Magic Christian, The",Comedy
26214,Taste the Blood of Dracula,Horror
26215,"Joke, The (Zert)",Drama
26226,"Hi, Mom!",Comedy
26241,"Devils, The",Drama
26251,Mon Oncle Antoine,Drama
26259,"Emigrants, The (Utvandrarna)",Drama
26267,Get to Know Your Rabbit,Comedy
26274,Payday,Drama
26280,Traffic (Trafic),Comedy
26282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob)",Comedy
26287,"Delicate Balance, A",Drama
26288,Dracula,Horror
26291,"Glass Menagerie, The",Drama
26297,Lemora A Child's Tale of the Supernatural,Horror
26301,Save the Tiger,Drama
26326,"Holy Mountain, The (Montaña sagrada, La)",Drama
26341,Emmanuelle 2,Drama
26350,"Passenger, The (Professione reporter)",Drama
26353,"Hand of Death, The (Shao Lin men)",Action
26389,"Hell Without Limits (Lugar sin límites, El)",Drama
26395,"Rutles All You Need Is Cash, The",Comedy
26399,"5 Deadly Venoms, The (Wu du) (Five Deadly Venoms)",Action
26400,Gates of Heaven,Documentary
26404,In Praise of Older Women,Drama
26411,"Adventures of Picasso, The (Picassos äventyr)",Comedy
26416,Best Boy,Documentary
26417,French Fried Vacation 2 (Les bronzés font du ski),Comedy
26430,"Luna, La",Drama
26431,Opening Night,Drama
26446,Genocide,Documentary
26484,Sugar Cane Alley (Rue cases nègres),Drama
26487,Star 80,Drama
26494,Suburbia,Drama
26498,Boy Meets Girl,Drama
26505,Comfort and Joy,Comedy
26524,"Times of Harvey Milk, The",Documentary
26532,Beer,Comedy
26539,Death of a Salesman,Drama
26540,Demons (Dèmoni),Horror
26550,Mishima A Life in Four Chapters,Drama
26551,Nine Deaths of the Ninja,Action
26555,Spies Like Us,Comedy
26567,Club Paradise,Comedy
26571,Flodder,Comedy
26578,"Sacrifice, The (Offret - Sacraficatio)",Drama
26581,Sherman's March,Documentary
26596,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?),Drama
26610,Weeds,Drama
26611,"Whales of August, The",Drama
26622,Dominick and Eugene,Drama
26644,Landscape in the Mist (Topio stin omichli),Drama
26647,"World Apart, A",Drama
26655,Common Threads Stories from the Quilt,Documentary
26670,Rikyu,Drama
26672,Speaking Parts,Drama
26689,Havana,Drama
26694,Ju Dou,Drama
26695,"Krays, The",Drama
26696,Lionheart,Action
26699,Close-Up (Nema-ye Nazdik),Drama
26712,35 Up,Documentary
26714,Across the Tracks,Drama
26726,Dutch,Comedy
26728,Guilty by Suspicion,Drama
26730,High Strung,Comedy
26732,Johnny Stecchino,Comedy
26734,"Kiss Before Dying, A",Thriller
26744,Once Around,Drama
26756,Strangers in Good Company,Drama
26759,Assassin of the Tsar,Drama
26762,Aileen Wuornos The Selling of a Serial Killer,Documentary
26767,Citizen Cohn,Drama
26770,Diggstown,Drama
26778,Ladybugs,Comedy
26793,Tito and Me (Tito i ja),Comedy
26797,Visions of Light The Art of Cinematography,Documentary
26806,American Ninja 5,Action
26810,Bad Boy Bubby,Drama
26812,Barbarians at the Gate,Drama
26822,"Puppetmaster, The (Xi meng ren sheng)",Drama
26841,Splitting Heirs,Comedy
